epoch,accuracy,dice_coef,jaccard,learning_rate,loss,val_accuracy,val_dice_coef,val_jaccard,val_loss
0,0.772404134273529,0.5477803945541382,0.3839585483074188,0.00039999998989515007,0.47695520520210266,0.8371085524559021,0.6623165011405945,0.49910807609558105,0.3792402446269989
